question_id,foi_status,sub5b_answer,sub1_answer,same_answer,question_mode,operator_guess,operator_family,source_dataset,foi,nsvs_indices_empty_count,nsvs_indices_total_arrays,has_entry
1749,clean,A,A,True,mc,in_turn_occurs,in_turn_occurs,ct,"[6301, 7378]",0,2,True
1750,partial,C,C,True,mc,since,since,agqa,"[0, 13]",1,2,True
1751,partial,C,C,True,mc,always_before,always_before,ct,"[457, 623]",1,2,True
1752,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[2281, 2549]",0,2,True
1753,clean,D,D,True,mc,always_before,always_before,ct,"[3751, 4498]",0,2,True
1754,partial,B,B,True,mc,always_after,always_after,ct,"[840, 5861]",1,2,True
1755,bypassed,No,No,True,bool,after,after,agqa,[-1],0,0,True
1756,clean,No,No,True,bool,always_before,always_before,agqa,"[0, 49]",0,2,True
1757,clean,No,No,True,bool,after,after,agqa,"[0, 34]",0,2,True
1758,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],1,2,True
1759,partial,B,B,True,mc,until,until,ct,"[601, 1463]",1,2,True
1760,clean,No,No,True,bool,always_before,always_before,ct,"[3361, 4318]",0,2,True
1761,bypassed,No,Yes,False,bool,unknown,unknown,ct,[-1],0,0,True
1762,partial,A,D,False,mc,while,during,star,"[0, 53]",1,2,True
1763,partial,D,A,False,mc,unknown,unknown,star,"[0, 27]",1,2,True
1764,clean,A,A,True,mc,always_before,always_before,bf,"[270, 494]",0,2,True
1765,partial,D,C,False,mc,before,before,star,"[0, 36]",1,2,True
1766,bypassed,B,D,False,mc,unknown,unknown,ct,[-1],0,0,True
1767,partial,C,C,True,mc,before,before,ct,"[360, 4008]",1,2,True
1768,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1769,bypassed,B,C,False,mc,always_after,always_after,agqa,[-1],0,0,True
1770,bypassed,No,No,True,bool,unknown,unknown,star,[-1],1,2,True
1771,clean,D,D,True,mc,always_before,always_before,bf,"[855, 1499]",0,2,True
1772,partial,C,C,True,mc,while,during,agqa,"[0, 47]",1,2,True
1773,clean,No,No,True,bool,always_before,always_before,bf,"[240, 691]",0,2,True
1774,bypassed,B,B,True,mc,unknown,unknown,star,[-1],0,0,True
1775,clean,Yes,Yes,True,bool,in_turn_occurs,in_turn_occurs,star,"[0, 29]",0,2,True
1776,clean,A,A,True,mc,always_before,always_before,bf,"[2550, 3146]",0,2,True
1777,partial,A,A,True,mc,always_after,always_after,star,"[0, 66]",1,2,True
1778,clean,D,D,True,mc,always_before,always_before,bf,"[0, 614]",0,2,True
1779,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
1780,partial,No,No,True,bool,unknown,unknown,star,"[0, 16]",1,2,True
1781,partial,B,D,False,mc,while,during,agqa,"[0, 47]",1,2,True
1782,partial,A,A,True,mc,always_before,always_before,bf,"[0, 1861]",1,2,True
1783,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 29]",1,2,True
1784,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1785,clean,B,D,False,mc,always_before,always_before,bf,"[420, 675]",0,2,True
1786,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[9781, 10559]",0,2,True
1787,clean,Yes,Yes,True,bool,unknown,unknown,ct,"[4861, 6718]",0,2,True
1788,partial,D,D,True,mc,when,when,star,"[0, 18]",1,2,True
1789,partial,B,B,True,mc,when,when,star,"[0, 22]",1,2,True
1790,partial,B,B,True,mc,since,since,star,"[0, 37]",1,2,True
1791,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[810, 8520]",1,2,True
1792,bypassed,D,D,True,mc,always_before,always_before,star,[-1],0,0,True
1793,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
1794,bypassed,A,A,True,mc,always_before,always_before,star,[-1],1,2,True
1795,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,star,[-1],1,2,True
1796,bypassed,B,B,True,mc,always_before,always_before,star,[-1],0,0,True
1797,partial,No,Yes,False,bool,always_after,always_after,ct,"[1053, 5065]",1,2,True
1798,clean,B,A,False,mc,always_before,always_before,bf,"[285, 659]",0,2,True
1799,bypassed,No,No,True,bool,after,after,star,[-1],0,0,True
1800,partial,D,D,True,mc,until,until,ct,"[2431, 15569]",1,2,True
1801,clean,C,C,True,mc,always_before,always_before,ct,"[781, 1768]",0,2,True
1802,clean,B,B,True,mc,always_before,always_before,bf,"[1275, 1784]",0,2,True
1803,bypassed,Yes,Yes,True,bool,always_before,always_before,ct,[-1],0,2,True
1804,partial,Yes,No,False,bool,always_after,always_after,star,"[0, 47]",1,2,True
1805,partial,No,No,True,bool,immediately_after,after,star,"[0, 29]",1,2,True
1806,bypassed,D,D,True,mc,unknown,unknown,ct,[-1],0,0,True
1807,clean,A,A,True,mc,always_before,always_before,bf,"[225, 374]",0,2,True
1808,partial,D,B,False,mc,immediately_after,after,star,"[0, 50]",1,2,True
1809,bypassed,Yes,No,False,bool,immediately_after,after,star,[-1],1,2,True
1810,bypassed,No,Yes,False,bool,always_after,always_after,star,[-1],1,2,True
1811,bypassed,C,C,True,mc,until,until,star,[-1],0,0,True
1812,bypassed,D,D,True,mc,always_before,always_before,star,[-1],0,0,True
1813,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[3931, 6389]",1,2,True
1814,clean,C,D,False,mc,always_before,always_before,bf,"[241, 478]",0,2,True
1815,partial,D,A,False,mc,immediately_after,after,agqa,"[0, 43]",1,2,True
1816,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[3901, 4349]",0,2,True
1817,partial,B,B,True,mc,always_after,always_after,star,"[0, 21]",1,2,True
1818,partial,B,B,True,mc,always_before,always_before,ct,"[2640, 11736]",1,2,True
1819,clean,D,C,False,mc,always_before,always_before,bf,"[840, 4917]",0,2,True
1820,partial,No,No,True,bool,unknown,unknown,star,"[0, 47]",1,2,True
1821,bypassed,No,Yes,False,bool,unknown,unknown,agqa,[-1],0,0,True
1822,bypassed,A,A,True,mc,in_turn_occurs,in_turn_occurs,agqa,[-1],1,2,True
1823,bypassed,Yes,Yes,True,bool,always_after,always_after,star,[-1],1,2,True
1824,clean,No,No,True,bool,always_before,always_before,bf,"[165, 614]",0,2,True
1825,clean,D,D,True,mc,always_before,always_before,bf,"[0, 525]",0,2,True
1826,bypassed,Yes,Yes,True,bool,always_before,always_before,ct,[-1],0,2,True
1827,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,0,True
1828,bypassed,A,A,True,mc,until,until,star,[-1],0,0,True
1829,bypassed,B,B,True,mc,always_after,always_after,star,[-1],0,0,True
1830,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1831,clean,C,D,False,mc,always_before,always_before,bf,"[0, 254]",0,2,True
1832,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1833,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1834,partial,C,C,True,mc,always_before,always_before,ct,"[806, 8282]",1,2,True
1835,bypassed,C,C,True,mc,always_before,always_before,star,[-1],0,0,True
1836,partial,C,C,True,mc,until,until,ct,"[2700, 6450]",1,2,True
1837,partial,C,B,False,mc,since,since,star,"[0, 24]",1,2,True
1838,bypassed,D,D,True,mc,since,since,star,[-1],0,0,True
1839,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1840,bypassed,D,D,True,mc,always_before,always_before,bf,[-1],0,2,True
1841,clean,B,D,False,mc,in_turn_occurs,in_turn_occurs,ct,"[3019, 3505]",0,2,True
1842,bypassed,A,A,True,mc,always_after,always_after,agqa,[-1],0,0,True
1843,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1844,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],0,2,True
1845,partial,B,B,True,mc,since,since,star,"[0, 48]",1,2,True
1846,partial,B,B,True,mc,while,during,star,"[0, 54]",1,2,True
1847,clean,C,B,False,mc,always_before,always_before,bf,"[885, 1154]",0,2,True
1848,clean,B,B,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 37]",0,2,True
1849,clean,No,No,True,bool,until,until,agqa,"[0, 29]",0,2,True
1850,partial,D,D,True,mc,when,when,agqa,"[0, 25]",1,2,True
1851,partial,B,B,True,mc,until,until,ct,"[600, 3024]",1,2,True
1852,partial,B,B,True,mc,always_before,always_before,ct,"[120, 13140]",1,2,True
1853,clean,C,C,True,mc,always_before,always_before,agqa,"[0, 39]",0,2,True
1854,bypassed,C,C,True,mc,unknown,unknown,star,[-1],0,0,True
1855,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[5431, 8038]",0,2,True
1856,clean,No,No,True,bool,before,before,ct,"[3811, 4969]",0,2,True
1857,bypassed,A,A,True,mc,after,after,ct,[-1],0,0,True
1858,partial,No,No,True,bool,unknown,unknown,star,"[0, 36]",1,2,True
1859,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[300, 1379]",0,2,True
1860,clean,A,A,True,mc,always_before,always_before,bf,"[420, 1294]",0,2,True
1861,partial,A,B,False,mc,until,until,ct,"[1171, 8969]",1,2,True
1862,clean,D,D,True,mc,always_before,always_before,bf,"[1020, 1829]",0,2,True
1863,clean,B,B,True,mc,always_before,always_before,bf,"[0, 329]",0,2,True
1864,partial,D,D,True,mc,after,after,agqa,"[0, 43]",1,2,True
1865,partial,Yes,No,False,bool,unknown,unknown,ct,"[46, 3602]",1,2,True
1866,clean,A,A,True,mc,always_before,always_before,bf,"[405, 615]",0,2,True
1867,bypassed,A,A,True,mc,unknown,unknown,star,[-1],0,0,True
1868,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1869,bypassed,No,No,True,bool,before,before,agqa,[-1],0,0,True
1870,partial,C,B,False,mc,always_before,always_before,star,"[0, 49]",1,2,True
1871,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1872,clean,A,A,True,mc,always_before,always_before,bf,"[1365, 1454]",0,2,True
1873,partial,B,B,True,mc,until,until,agqa,"[0, 0]",1,2,True
1874,clean,B,B,True,mc,always_before,always_before,agqa,"[0, 42]",0,2,True
1875,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1876,partial,C,C,True,mc,before,before,ct,"[2353, 5135]",1,2,True
1877,clean,A,A,True,mc,always_before,always_before,bf,"[3871, 4199]",0,2,True
1878,clean,No,No,True,bool,always_before,always_before,bf,"[0, 239]",0,2,True
1879,partial,B,B,True,mc,always_after,always_after,ct,"[48, 5111]",1,2,True
1880,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1881,bypassed,C,C,True,mc,when,when,agqa,[-1],0,0,True
1882,bypassed,C,C,True,mc,while,during,star,[-1],0,0,True
1883,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 50]",1,2,True
1884,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,ct,"[8640, 9540]",0,2,True
1885,clean,C,C,True,mc,in_turn_occurs,in_turn_occurs,star,"[0, 49]",0,2,True
1886,bypassed,No,No,True,bool,unknown,unknown,star,[-1],0,0,True
1887,clean,No,Yes,False,bool,until,until,ct,"[3409, 5302]",0,2,True
1888,clean,B,D,False,mc,always_before,always_before,bf,"[2340, 2684]",0,2,True
1889,clean,B,B,True,mc,always_before,always_before,bf,"[270, 720]",0,2,True
1890,clean,No,No,True,bool,always_before,always_before,ct,"[1741, 2158]",0,2,True
1891,bypassed,C,C,True,mc,immediately_after,after,star,[-1],0,0,True
1892,clean,C,A,False,mc,always_before,always_before,bf,"[390, 1124]",0,2,True
1893,bypassed,No,No,True,bool,always_before,always_before,agqa,[-1],1,2,True
1894,clean,No,No,True,bool,always_after,always_after,star,"[0, 29]",0,2,True
1895,clean,C,A,False,mc,always_before,always_before,bf,"[105, 374]",0,2,True
1896,partial,Yes,Yes,True,bool,after,after,agqa,"[0, 52]",1,2,True
1897,bypassed,No,No,True,bool,always_before,always_before,star,[-1],1,2,True
1898,partial,No,Yes,False,bool,unknown,unknown,star,"[0, 37]",1,2,True
1899,clean,D,B,False,mc,always_before,always_before,bf,"[0, 389]",0,2,True
1900,partial,A,A,True,mc,always_before,always_before,ct,"[446, 4778]",1,2,True
1901,partial,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 27]",1,2,True
1902,partial,B,B,True,mc,always_before,always_before,bf,"[0, 179]",1,2,True
1903,clean,A,A,True,mc,always_before,always_before,bf,"[1140, 1875]",0,2,True
1904,clean,No,No,True,bool,in_turn_occurs,in_turn_occurs,ct,"[9289, 9790]",0,2,True
1905,bypassed,Yes,Yes,True,bool,unknown,unknown,bf,[-1],0,0,True
1906,partial,Yes,Yes,True,bool,since,since,agqa,"[0, 37]",1,2,True
1907,partial,C,D,False,mc,unknown,unknown,ct,"[454, 3531]",1,2,True
1908,bypassed,C,C,True,mc,in_turn_occurs,in_turn_occurs,agqa,[-1],1,2,True
1909,partial,C,C,True,mc,always_after,always_after,agqa,"[0, 51]",1,2,True
1910,bypassed,B,B,True,mc,when,when,agqa,[-1],0,0,True
1911,partial,A,B,False,mc,before,before,ct,"[0, 1860]",1,2,True
1912,clean,B,B,True,mc,always_before,always_before,bf,"[0, 1379]",0,2,True
1913,partial,D,D,True,mc,always_before,always_before,agqa,"[0, 19]",1,2,True
1914,clean,D,D,True,mc,always_before,always_before,bf,"[4560, 5417]",0,2,True
1915,clean,Yes,Yes,True,bool,since,since,star,"[0, 17]",0,2,True
1916,bypassed,Yes,No,False,bool,immediately_after,after,agqa,[-1],0,0,True
1917,clean,B,B,True,mc,always_before,always_before,bf,"[1200, 1544]",0,2,True
1918,bypassed,D,A,False,mc,unknown,unknown,agqa,[-1],0,0,True
1919,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
1920,clean,C,B,False,mc,always_before,always_before,ct,"[12121, 14638]",0,2,True
1921,partial,B,B,True,mc,always_before,always_before,ct,"[241, 1487]",1,2,True
1922,partial,D,D,True,mc,unknown,unknown,agqa,"[0, 23]",1,2,True
1923,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1924,clean,No,No,True,bool,immediately_after,after,ct,"[3751, 4678]",0,2,True
1925,clean,B,D,False,mc,always_before,always_before,bf,"[390, 719]",0,2,True
1926,clean,D,D,True,mc,always_before,always_before,bf,"[1140, 1649]",0,2,True
1927,clean,D,D,True,mc,always_before,always_before,bf,"[0, 524]",0,2,True
1928,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1929,clean,No,No,True,bool,immediately_after,after,ct,"[4591, 6208]",0,2,True
1930,partial,Yes,Yes,True,bool,unknown,unknown,star,"[0, 50]",1,2,True
1931,bypassed,A,B,False,mc,unknown,unknown,agqa,[-1],0,0,True
1932,clean,D,D,True,mc,always_before,always_before,ct,"[2701, 3868]",0,2,True
1933,bypassed,D,D,True,mc,after,after,agqa,[-1],0,0,True
1934,partial,A,B,False,mc,until,until,ct,"[2431, 2549]",1,2,True
1935,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1936,bypassed,No,No,True,bool,until,until,ct,[-1],0,2,True
1937,bypassed,Yes,Yes,True,bool,unknown,unknown,agqa,[-1],0,0,True
1938,clean,Yes,Yes,True,bool,always_before,always_before,ct,"[4321, 5063]",0,2,True
1939,partial,No,Yes,False,bool,unknown,unknown,ct,"[288, 2928]",1,2,True
1940,partial,A,A,True,mc,always_before,always_before,bf,"[31, 4349]",1,2,True
1941,bypassed,Yes,Yes,True,bool,always_before,always_before,agqa,[-1],0,0,True
1942,partial,C,B,False,mc,before,before,ct,"[781, 4109]",1,2,True
1943,clean,B,B,True,mc,always_before,always_before,agqa,"[0, 46]",0,2,True
1944,bypassed,No,No,True,bool,always_after,always_after,agqa,[-1],1,2,True
1945,bypassed,A,A,True,mc,since,since,star,[-1],0,0,True
1946,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1947,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1948,partial,C,C,True,mc,before,before,ct,"[1621, 14459]",1,2,True
1949,bypassed,B,B,True,mc,unknown,unknown,ct,[-1],0,0,True
1950,clean,A,A,True,mc,always_before,always_before,bf,"[0, 434]",0,2,True
1951,clean,D,D,True,mc,always_before,always_before,bf,"[0, 1469]",0,2,True
1952,clean,D,D,True,mc,always_before,always_before,bf,"[1080, 1290]",0,2,True
1953,clean,Yes,Yes,True,bool,until,until,ct,"[6217, 7462]",0,2,True
1954,partial,C,D,False,mc,before,before,star,"[0, 49]",1,2,True
1955,partial,B,B,True,mc,until,until,agqa,"[0, 21]",1,2,True
1956,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[0, 3648]",1,2,True
1957,bypassed,C,C,True,mc,unknown,unknown,ct,[-1],0,0,True
1958,partial,Yes,Yes,True,bool,unknown,unknown,ct,"[540, 15450]",1,2,True
1959,bypassed,No,No,True,bool,unknown,unknown,agqa,[-1],0,0,True
1960,partial,B,C,False,mc,immediately_after,after,star,"[0, 55]",1,2,True
1961,clean,B,B,True,mc,always_before,always_before,bf,"[315, 705]",0,2,True
1962,clean,Yes,No,False,bool,always_after,always_after,ct,"[9301, 10198]",0,2,True
1963,bypassed,C,C,True,mc,unknown,unknown,agqa,[-1],0,0,True
1964,partial,A,C,False,mc,before,before,ct,"[331, 9899]",1,2,True
1965,partial,B,B,True,mc,until,until,ct,"[600, 2460]",1,2,True
1966,partial,C,C,True,mc,always_before,always_before,ct,"[2344, 3529]",1,2,True
1967,partial,No,No,True,bool,unknown,unknown,star,"[24, 48]",1,2,True
1968,partial,Yes,Yes,True,bool,unknown,unknown,star,"[48, 48]",1,2,True
1969,clean,B,B,True,mc,always_before,always_before,agqa,"[0, 46]",0,2,True
1970,clean,B,B,True,mc,always_before,always_before,bf,"[0, 44]",0,2,True
1971,partial,A,A,True,mc,after,after,star,"[0, 23]",1,2,True
1972,clean,C,C,True,mc,always_before,always_before,ct,"[13291, 14098]",0,2,True
1973,partial,B,B,True,mc,before,before,ct,"[2449, 5591]",1,2,True
1974,partial,D,A,False,mc,since,since,star,"[0, 26]",1,2,True
1975,bypassed,Yes,No,False,bool,unknown,unknown,agqa,[-1],0,0,True
1976,missing_video,Yes,Yes,True,bool,unknown,unknown,unknown,,0,0,False
1977,clean,Yes,Yes,True,bool,always_after,always_after,bf,"[0, 465]",0,2,True
1978,bypassed,A,A,True,mc,unknown,unknown,agqa,[-1],0,0,True
1979,partial,A,A,True,mc,always_before,always_before,agqa,"[0, 45]",1,2,True
1980,clean,B,B,True,mc,always_before,always_before,bf,"[0, 779]",0,2,True
1981,clean,C,D,False,mc,always_before,always_before,bf,"[585, 1964]",0,2,True
1982,clean,A,A,True,mc,always_before,always_before,bf,"[3855, 4244]",0,2,True
1983,clean,Yes,No,False,bool,in_turn_occurs,in_turn_occurs,bf,"[1830, 2864]",0,2,True
1984,clean,D,D,True,mc,always_before,always_before,bf,"[2505, 2670]",0,2,True
1985,partial,C,A,False,mc,until,until,agqa,"[0, 25]",1,2,True
1986,bypassed,B,B,True,mc,always_before,always_before,agqa,[-1],0,0,True
1987,partial,A,B,False,mc,while,during,agqa,"[0, 37]",1,2,True
1988,bypassed,Yes,Yes,True,bool,unknown,unknown,star,[-1],0,0,True
1989,clean,A,A,True,mc,always_before,always_before,star,"[0, 17]",0,2,True
1990,clean,No,No,True,bool,unknown,unknown,star,"[0, 33]",0,2,True
1991,bypassed,Yes,No,False,bool,since,since,agqa,[-1],1,2,True
1992,partial,D,D,True,mc,until,until,ct,"[19, 4682]",1,2,True
1993,bypassed,No,No,True,bool,immediately_after,after,agqa,[-1],1,2,True
1994,bypassed,A,A,True,mc,until,until,star,[-1],0,0,True
1995,partial,A,A,True,mc,always_before,always_before,ct,"[5865, 6674]",1,2,True
1996,bypassed,No,No,True,bool,in_turn_occurs,in_turn_occurs,agqa,[-1],0,0,True
1997,partial,D,D,True,mc,after,after,agqa,"[0, 43]",1,2,True
1998,clean,B,B,True,mc,always_before,always_before,bf,"[3420, 3704]",0,2,True
1999,bypassed,Yes,Yes,True,bool,unknown,unknown,ct,[-1],0,0,True
2000,clean,Yes,Yes,True,bool,unknown,unknown,agqa,"[0, 27]",0,2,True
